sigma_meta,replicate,mean_conf_R1,mean_conf_R2,m_dist_R1,m_dist_R2,m_dist2_R1,m_dist2_R2,meta_d,M_ratio
0.003874675120456132,6,0.7551126794450237,0.7543292634267018,0.2520358419819754,0.2539922026792613,0.5048289588450514,0.5087475583829968,2.0030046317029577,1.0064614801845817
0.003874675120456132,7,0.7586480482386544,0.7625443691513392,0.251071713085505,0.2432288268205928,0.5071431469496086,0.49130119497232283,2.019913516808227,1.0029779727367403
0.003874675120456132,8,0.7563732563732564,0.757624141785087,0.25368313081897426,0.25352790346181386,0.4987993465496949,0.4984941338851071,1.966229859034786,0.9811511356115197
0.003874675120456132,9,0.757641136281913,0.7565175603700293,0.25187574905401316,0.2524737479149024,0.4984475794105324,0.49963098466419403,1.9789423208966554,0.9929846201833984
0.003874675120456132,10,0.7579278239764453,0.7575099529496924,0.25177559009139816,0.24923100877796628,0.5023342910834715,0.49725742700096437,1.9951667709372338,1.0012339556695968
0.003874675120456132,11,0.757573335464791,0.7568260068860597,0.2493617141706224,0.24955094210785334,0.5056304945736994,0.506014191869844,2.0276989844067583,1.014176349642862
0.003874675120456132,12,0.7553349081154662,0.7607800823242616,0.2525648367928323,0.24768964054329787,0.5039796408384004,0.49425144713551983,1.9954465840856241,1.001432641887004
0.003874675120456132,13,0.7591887450398813,0.7606083589477466,0.24874137127652263,0.24850329835692622,0.49996348430606097,0.4994849641234733,2.009973177120817,0.9961221546391045
0.003874675120456132,14,0.7557526366251198,0.7530839474527395,0.253242401218772,0.25509512956877983,0.5057458758128616,0.5094459265054333,1.9970821370310572,0.9986960475709752
0.003874675120456132,15,0.7585596459464896,0.7628952077947903,0.24712376218248366,0.2458730250893441,0.5022077799381582,0.49966601748972117,2.032211615357785,1.0069122722585582
0.003874675120456132,16,0.7579925057801165,0.7641888095046961,0.24870177359908166,0.24076770519260463,0.5059779090521684,0.489836233484315,2.0344764805249334,1.0209119821458608
0.003874675120456132,17,0.7532571657646823,0.75996807024546,0.2527123288487601,0.24683173185761945,0.5100614876894349,0.4981923950200452,2.0183482539733535,1.017785123169831
0.003874675120456132,18,0.759983929288871,0.7545201115093588,0.2480881618931659,0.25633358896103486,0.4901248596065039,0.5064145880368965,1.975607606047588,0.9913554276021652
0.003874675120456132,19,0.7615057729313662,0.7585009578544061,0.24442798002802674,0.24829257001722826,0.4998033345500774,0.5077056007433761,2.044787730491283,1.0151345764146846
0.005436183620153837,0,0.7559993621940525,0.7627839768804688,0.2568850964784043,0.2481431144133618,0.5015931567645241,0.48452358581433796,1.9525973427060677,0.9690319086247204
0.005436183620153837,1,0.7553552195939208,0.7598572058882516,0.25208289204828893,0.24646509039201006,0.5068777640718353,0.49558172283954005,2.010758286503385,1.013281566231556
0.005436183620153837,2,0.7558879694462126,0.7626287001287001,0.253098779835549,0.24401447661806772,0.5087071832834139,0.4904485006265476,2.009915589533646,1.0035594803328323
0.005436183620153837,3,0.7588416710057275,0.7575600207725802,0.25003076521642587,0.2521125923576181,0.4940707005024202,0.4981844734338572,1.9760396288622886,0.9926752933107382
0.005436183620153837,4,0.7584334703980199,0.7568033345356899,0.2529469137597365,0.2536465652276819,0.49303400540928144,0.4943977380617354,1.9491599959886976,0.9799774661531444
0.005436183620153837,5,0.7580298079222125,0.7560427206295671,0.2507738891933531,0.25129358977171323,0.5044774777129135,0.5055229503407872,2.0116826330509574,1.0014904797670412
0.005436183620153837,6,0.7596249750648314,0.7598556246240225,0.24942436357845243,0.24765798704836542,0.5037754967012749,0.5002078531838597,2.0197525593477974,0.9978237809713624
0.005436183620153837,7,0.7589132772975341,0.7599710808531148,0.251787880733964,0.24856423351383936,0.5021505049543775,0.4957214581127993,1.9943394554599059,0.9868771782482247
0.005436183620153837,8,0.7547109676905303,0.7652114542752722,0.2536131197481836,0.24064676584103498,0.5070267132819872,0.4811042065468453,1.9992132654076487,1.011617893626343
0.005436183620153837,9,0.7596435595873641,0.7567664527444493,0.24405525014405005,0.24867389750891947,0.49999237501037186,0.5094545294361973,2.0486851838477502,1.0334088862476554
0.005436183620153837,10,0.7588357588357588,0.759764687049784,0.24839563674450788,0.2467921390584888,0.50171122205384,0.4984724663568524,2.019806904136101,1.0117342752775262
0.005436183620153837,11,0.7534516765285996,0.7610605398099932,0.25420177256653576,0.24938541652669985,0.506429967250795,0.49683464851286674,1.992236175765612,0.9933142041303261
0.005436183620153837,12,0.7611808591713128,0.7549164306514021,0.24620915476763514,0.2542077618700273,0.49304430162694135,0.5090618524629741,2.002542521590076,1.0001730906711324
0.005436183620153837,13,0.7562940987812701,0.7582215836526182,0.2517491741518623,0.2505913394347086,0.5048038341231982,0.5024821605508052,2.0051856607826886,0.9984406883736376
0.005436183620153837,14,0.7627423545872477,0.756453872323394,0.24454589586946865,0.2512947472395767,0.48778965174737005,0.5012514187004207,1.9946752735843816,1.0076879022179601
0.005436183620153837,15,0.7527211833658946,0.7527990689835066,0.2550303687492056,0.2532434549650963,0.5139187790118422,0.510317919417619,2.0151277729485817,1.014302873650759
0.005436183620153837,16,0.7585561177736165,0.7606120236135095,0.2511411333012036,0.2470845822159023,0.5041929178320433,0.49604895391363657,2.007607878504493,0.9947605514033571
0.005436183620153837,17,0.7562629647359183,0.7615915289587678,0.25185461885839533,0.2456537923292225,0.5031581676845494,0.490770082333204,1.9978119518524646,1.0060093077391192
0.005436183620153837,18,0.7596657470712886,0.756092680779543,0.25052587127268405,0.2538309921136543,0.49790918309938004,0.5044779658347208,1.9874561480216646,0.983832266641536
0.005436183620153837,19,0.7603302488832163,0.7544528241335045,0.24795297428934823,0.25241484847351753,0.4977635080156404,0.5067206828694689,2.007491579571763,1.0065460553565793
0.007626985859023444,0,0.7571121204876883,0.7586137659625732,0.2528608951955997,0.249887415468665,0.5034841154941829,0.4975634696422511,1.9911505695837806,0.9915940308598341
0.007626985859023444,1,0.7588618083343438,0.7579476622194069,0.24540641663786808,0.2512648152513317,0.4979802865947638,0.5098681869214451,2.0292064625580033,1.012939079415803
0.007626985859023444,2,0.7617131474103586,0.7559036144578313,0.24805244169996352,0.25265318141057674,0.4960244892053941,0.5052244775194952,1.999675898394783,0.991075353036168
0.007626985859023444,3,0.7574249542161,0.7620368137609517,0.25123232699334014,0.24375346390611655,0.5056647340415916,0.4906117456017932,2.0127375329966837,1.0089795707168856
0.007626985859023444,4,0.7632311977715878,0.7555689585846401,0.2479250735178357,0.25327868596132036,0.49112390972610476,0.5017290778000526,1.980936832073878,0.9842021545811983
0.007626985859023444,5,0.7571751816124807,0.7622636946269499,0.2507394783460505,0.24199705609195055,0.512793661435448,0.4949143121320747,2.045125342119965,1.0181266806032059
