dprime,replicate,mean_conf_R1,mean_conf_R2,m_dist_R1,m_dist_R2,m_dist2_R1,m_dist2_R2,meta_d,M_ratio
2.0,8,0.759072338380197,0.7563713349844212,0.24909417518765478,0.25250052885750485,0.49599739345775223,0.5027801395423127,1.9912043028870234,0.9987234917585367
2.0,9,0.7551264661294184,0.759003769952675,0.2533490141039451,0.248073333748371,0.5111590389748301,0.5005147832234056,2.0176081631212095,1.0039579142312078
2.0,10,0.75875175035007,0.7506498700259948,0.25308029383070346,0.26164761357206834,0.4926479881357414,0.5093251966627808,1.9466074607345576,0.9704857207157574
2.0,11,0.7605150899015269,0.7554681542721836,0.24926428896376723,0.2527584546088991,0.4937803039495949,0.5007020743382695,1.9809508453951468,0.9947939804547989
2.0,12,0.7590004405109928,0.7563626193615406,0.24565124526215334,0.24943441293861204,0.5034707721018743,0.5112245058516253,2.0495347848311614,1.0268773158903766
2.0,13,0.7575090108129756,0.7615661206552138,0.25102018395577347,0.2474375107159588,0.5033679389401956,0.4961836447682997,2.0052887023175896,0.9942172704105455
2.0,14,0.763257271412502,0.754381073761351,0.24232917393366804,0.25381776637922726,0.48701392729685367,0.5101027879371177,2.009720577144221,1.0129862995179029
2.0,15,0.7546681530437552,0.7579471928625969,0.2563104203603351,0.2506094791990298,0.510907408199336,0.49954363660969636,1.99331501029523,0.9868490081735598
2.0,16,0.7547011952191235,0.7582730923694779,0.25526657112996387,0.2494985510332307,0.5093668456641718,0.49785715918468104,1.9954310641201738,0.9953685059765155
2.0,17,0.7546958228202971,0.7581399065159202,0.2515933260826784,0.24895434522934745,0.5081039842932829,0.5027744443292119,2.0195447637840362,1.0146985201358252
2.0,18,0.7583432895260852,0.756247488951386,0.24901183338749022,0.24904747240666283,0.5026686240559287,0.5027405668888716,2.0186535604262636,1.0181605163166527
2.0,19,0.7570460650282644,0.76210240651315,0.2500268313656855,0.245743296207082,0.5032065900157588,0.4945855027964401,2.012610355725288,1.0065369053754971
