c,replicate,sigma_meta,d_prime,meta_d,M_ratio,m_dist_R1,m_dist_R2,m_dist2_R1,m_dist2_R2,mean_conf_R1,mean_conf_R2
-0.8,4,0.5,1.9867048674086099,1.6652915125099168,0.8382178650833358,0.30737981980789475,0.28712030244671444,0.5118770050429148,0.47813900273379384,0.6252186872286658,0.812856192322157
-0.8,5,0.5,1.985254755583016,1.6764633122623973,0.8444575224150842,0.2925743896207867,0.2879770300156248,0.4904902303068132,0.4827829255954822,0.6380191274728154,0.8128058962399954
-0.8,6,0.5,1.988905707420533,1.674329605294126,0.8418345822264297,0.29379920362889733,0.286663073873212,0.49191670464770026,0.479968471330536,0.639137774315024,0.81296606740274
-0.8,7,0.5,2.0034183668629386,1.6691175411011898,0.8331347903707126,0.2951975570396768,0.2952032966014212,0.4927194205451436,0.49272900054832935,0.6388348254833268,0.8074654484473487
-0.8,8,0.5,1.998478323959189,1.7056769969058123,0.8534878644701498,0.2899251238047734,0.28343261944211534,0.49451861449887174,0.4834444991551753,0.6381199351701783,0.8137960954446855
-0.8,9,0.5,1.9980593472883836,1.6856051158532688,0.8436211457586811,0.28585973723680297,0.28082623644625504,0.48184663550282625,0.47336214081962713,0.6464482646772624,0.8164233049009686
-0.8,10,0.5,1.9948141573248457,1.660832859357221,0.832575231762185,0.29852678344653166,0.28839011245731816,0.49580309134621714,0.4789677750828382,0.6351757480726512,0.8129936011990546
-0.8,11,0.5,2.0090457837799267,1.6718242809982484,0.8321484231448366,0.292104406244523,0.28623101058867856,0.4883472389461699,0.47852795347681953,0.6430834896203842,0.8131279497350667
-0.8,12,0.5,2.0108662209967028,1.6538468587169026,0.82245494078525,0.29748054262444645,0.29281617382851693,0.4919872609488404,0.4842731092677952,0.6395295952179846,0.8099049380219018
-0.8,13,0.5,2.013267651405677,1.6841805984106581,0.8365408331250701,0.2899241260003589,0.2985839772792385,0.48828458802097147,0.5028693415299823,0.6412737853920094,0.8053418618722448
-0.8,14,0.5,1.9772764462005863,1.704847042317155,0.8622198709710445,0.2873994233352712,0.2848894075582778,0.48997205683679296,0.4856928638632164,0.639966218410966,0.8128991244545901
-0.8,15,0.5,2.0230630132269947,1.6569145569794046,0.8190128266625045,0.29156261090857316,0.29216624618350534,0.48309433428533705,0.4840945063594784,0.6448573671813661,0.8109229173867957
-0.8,16,0.5,1.9846361002222015,1.6564133433841757,0.8346181666244619,0.2977440843354152,0.2900345384985988,0.4931872742068851,0.48041707961135044,0.6365415986949429,0.8119105984138428
-0.8,17,0.5,2.006901728872823,1.704927244192916,0.8495320023220514,0.28721178152356974,0.2826667505465506,0.4896751911727176,0.48192624403429696,0.6429537985694954,0.8138395058147966
-0.8,18,0.5,2.010472410628509,1.6663816833030745,0.8288508086425987,0.2889061040831763,0.29357948623505303,0.4814278400386565,0.4892154784556194,0.6451190787751897,0.8095114644544302
-0.8,19,0.5,1.9908703038795976,1.665288398303809,0.8364625234796415,0.3006181298346071,0.2927872160043333,0.5006158839333593,0.4875751539836875,0.6319430846550487,0.8097407653046512
-0.7,0,0.5,2.0369821872377365,1.6391547758278493,0.8046976483631584,0.3007606333233558,0.28744820448019465,0.4929932284929872,0.47117209717685127,0.6538647051730375,0.8074459807266415
-0.7,1,0.5,1.9991212457151282,1.6261719084129187,0.8134433626266637,0.3042841952720302,0.28931679055166876,0.49481841052540654,0.4704788374273079,0.6498575671252803,0.806841586818304
-0.7,2,0.5,1.9969656143705172,1.6848844779765364,0.8437223284426182,0.28545222406889015,0.287223130601791,0.48095402153755323,0.48393779446678514,0.6591338246939148,0.8060625911919721
-0.7,3,0.5,2.023276217143984,1.6320232955876497,0.8066240692985462,0.2977783384184357,0.29167201497699463,0.4859811852202699,0.47601552311344514,0.6581103880453121,0.8046341755478386
-0.7,4,0.5,1.9975742060646113,1.6388764339575954,0.8204333180624711,0.30444415692625854,0.2889824647779517,0.4989463542425332,0.47360655135156593,0.6476564862413063,0.8062453309427761
-0.7,5,0.5,2.015538723409634,1.6482985762083002,0.8177955387629154,0.29676021842510486,0.28586894146745745,0.4891494455053645,0.47119736920298405,0.6561034275405893,0.807611627210069
-0.7,6,0.5,2.006017249998745,1.673251441242757,0.8341161778363589,0.2906520860182408,0.2922171311509541,0.48633402183023516,0.48895273585415766,0.6569232631324134,0.8025749790894969
-0.7,7,0.5,1.9832632940440726,1.6647163374272125,0.8393824170630865,0.28891221830004427,0.2928367463476975,0.48095688988642094,0.4874901158440407,0.6593685738478288,0.8022171756409491
-0.7,8,0.5,1.9784531095848952,1.6451745297310567,0.8315458788286549,0.29551849458081797,0.29618260438788163,0.48617950034882707,0.4872720768883528,0.6544095301768674,0.8012638984111843
-0.7,9,0.5,1.9946001116693188,1.6506671783997562,0.8275679765295317,0.29831236973298697,0.28976245310097176,0.4924144376288945,0.47830137086637275,0.6538392267515158,0.8043667336472423
-0.7,10,0.5,1.977794647042964,1.6492487818309889,0.8338827209876466,0.30001364223562443,0.2903819565651428,0.49479713398978176,0.4789120881307609,0.6505188223938224,0.8043022977501196
-0.7,11,0.5,2.005767898809905,1.6386986613040024,0.8169931637036878,0.29570577534234666,0.2895105305732012,0.4845726581933656,0.4744205188837163,0.6569258809234508,0.8064102564102564
-0.7,12,0.5,1.9965845810037222,1.6056409599845427,0.8041938093989264,0.303292425016384,0.28935107755750816,0.48697874045934675,0.46459394194199927,0.6554657335907336,0.8073240785064624
-0.7,13,0.5,2.032204481498084,1.6338364321870829,0.8039724580189216,0.3063490962339845,0.2883345945042904,0.5005243143946705,0.47109156516099904,0.6495428296438883,0.8067773250239694
-0.7,14,0.5,1.9960705948336304,1.6706745673894874,0.8369817038102982,0.29269058872477555,0.29240277792373015,0.48899072269673877,0.48850988451121224,0.6548079246194733,0.8022664753019974
-0.7,15,0.5,1.997514024491189,1.6106824573257823,0.8063435037639141,0.29469689771990976,0.2918005054919992,0.474663123385789,0.4699979552347587,0.6630513814832768,0.8058275614998806
-0.7,16,0.5,2.0094171295125225,1.6473116558552585,0.8197957664742763,0.29982759988479574,0.2847583479304269,0.49390950003733075,0.46908574564787936,0.6535116655670845,0.8080835358718157
-0.7,17,0.5,2.001780815156811,1.6191738265194977,0.8088666922270701,0.29678076733685743,0.29134478426150473,0.4805396506862122,0.47173784916919814,0.6601871415635375,0.8054134888589801
