tauY,replicate,sigma_meta,m_dist_R1,m_dist_R2,m_dist2_R1,m_dist2_R2,mean_conf_R1,mean_conf_R2
0.5575,5,0.001,0.2517089625570583,0.2799888390021782,0.4965994689204364,0.5523931581125667,0.7581335787746608,0.731158290352245
0.5575,6,0.001,0.24525700020677704,0.27445599975082624,0.49656777720615536,0.5556865068978977,0.7597133309175826,0.7342924134642134
0.5575,7,0.001,0.24701485287619393,0.2841979997050406,0.4992711038783788,0.5744263852177354,0.7581253510954177,0.7233830448999122
0.5575,8,0.001,0.25230475803806207,0.2779727514686105,0.5069575872914736,0.5585324530266698,0.7556143727943535,0.7317267794446217
0.5575,9,0.001,0.24519041756370083,0.27877310674559674,0.5028047929942291,0.5716718280524236,0.7585046279600913,0.7271093718803657
0.5575,10,0.001,0.2450988640109072,0.27850467518852356,0.48819692250342667,0.5547358445684312,0.7623000120293516,0.7310163201787638
0.5575,11,0.001,0.25163362867546,0.2757656050136293,0.5038072026427816,0.552122936740688,0.7582146551038269,0.7324430858338026
0.5575,12,0.001,0.2482605441999734,0.2736722305541795,0.5129445867051025,0.5654490513047549,0.755677494292466,0.7319138736867336
0.5575,13,0.001,0.24800041369624107,0.2804989783140398,0.5000918974486473,0.5656251302438907,0.7583897999278297,0.7282014445907657
0.5575,14,0.001,0.24819296811259786,0.27991107346269867,0.504555426949065,0.5690356670970259,0.757654697018275,0.7288007026509102
0.5575,15,0.001,0.24738751867666073,0.27643331201700805,0.49990579947267466,0.5585997894475792,0.7584932937113484,0.7322894254522273
0.5575,16,0.001,0.25010768443084225,0.2805309544352216,0.49194232310089536,0.5517825241580466,0.7595439765565413,0.7323129658416039
0.5575,17,0.001,0.25498371467028685,0.27683088155782865,0.5020346201776612,0.5450492658170013,0.7558097819587835,0.732910528639666
0.5575,18,0.001,0.24672749541344854,0.2769166741355482,0.4995081941681375,0.5606272118180577,0.7578930412371134,0.7322393515575334
0.5575,19,0.001,0.24594128189068806,0.28104406619056466,0.494500600643102,0.5650798372279116,0.7622290773606827,0.7285834098805862
0.63,0,0.001,0.24818498306112963,0.3074260337455161,0.5068967722010728,0.6278915922878274,0.7576240781343432,0.6981336544250452
0.63,1,0.001,0.24923575864787692,0.3052615531391454,0.49949436939303477,0.6117758856609183,0.7589884947267498,0.7041012495994874
0.63,2,0.001,0.2454799569190604,0.31890893502235046,0.49458942668134714,0.6425330577529377,0.7603471831551877,0.6922035518037748
