c,replicate,d_prime,meta_d,M_ratio,m_dist_R1,m_dist_R2,m_dist2_R1,m_dist2_R2,mean_conf_R1,mean_conf_R2
-0.9,13,2.0138887545882085,2.0042760902073273,0.9952268146098037,0.25347463921743596,0.2461361286214015,0.5080331588574354,0.49332475753207045,0.6151786343457121,0.836409841101399
-0.9,14,1.9984656199493807,2.0323326755362787,1.0169465290014625,0.2521580846289152,0.2510261484073272,0.5124691147919866,0.5101686438222303,0.6131090080616894,0.8318175458234224
-0.9,15,1.96699069136296,1.9929329574625247,1.0131888097963437,0.24977143360723478,0.2521304688811352,0.49777772186852104,0.5024791210136939,0.617864243112752,0.8332776478449716
-0.9,16,2.0288291542772847,1.9981877735997484,0.9848970128347493,0.24972161880244648,0.25631414770887206,0.4989906854945856,0.5121637961525082,0.622070036712793,0.8299196338877107
-0.9,17,1.999773649534885,1.9942320498926522,0.9972288865574753,0.2530130363629714,0.25224218794623726,0.5045667061556927,0.5030294555374324,0.61798934380258,0.8321300649205283
-0.9,18,1.996919445899744,2.0135460435672434,1.0083261233704939,0.24689034343438665,0.24213057260844392,0.4971250742172672,0.4875410565024034,0.6253640271806962,0.8374838383270561
-0.9,19,2.0073431232578858,1.9916184498865546,0.9921664247685715,0.24917503700026702,0.25575567664339993,0.49626160094089666,0.509367724266215,0.6226521677729134,0.830459289022825
-0.8,0,2.0031968152889172,1.9764711724260569,0.9866585037182152,0.25574194996529104,0.25366959665914157,0.5054665916864247,0.5013706451177385,0.6347803483233688,0.825089564312955
-0.8,1,2.0084215041545934,1.9737424709464535,0.982733189653465,0.25919294315607166,0.24927130457509467,0.5115801200767486,0.49199736062809335,0.631595985755908,0.827955433367096
-0.8,2,2.01547130363405,2.005487820134327,0.9950465762118657,0.252137075494397,0.25271089193815877,0.5056578339083025,0.5068086157972596,0.6368809000387948,0.8245207621474488
-0.8,3,1.979481932872908,1.9821651192068197,1.0013554992795601,0.2508631624561775,0.2523011009632733,0.49725221031454886,0.5001024418668785,0.6386756862234942,0.8257667648587766
-0.8,4,1.9770108163694318,2.014607554582381,1.0190169613143503,0.24681257446715082,0.24928027593011232,0.49723047708744855,0.5022019270971848,0.6388816475495308,0.8270429362880887
-0.8,5,1.9964859746818944,2.062254357710156,1.0329420711501571,0.24965327783313812,0.2458776010138589,0.5148485601280134,0.5070621541541496,0.6303854875283447,0.8276291045855634
-0.8,6,1.9951698702796925,2.024913602413538,1.0149078695387856,0.2470750063828263,0.25070046870047646,0.5003055412409967,0.5076467892030442,0.6383629383824582,0.8257341688082932
-0.8,7,1.9692504136764633,2.0051006219198646,1.0182050022660507,0.24710301175672525,0.2501710591645182,0.4954664025516814,0.5016181463171266,0.6419402696252339,0.8256949879699684
-0.8,8,2.0182977903603683,2.0256729494725727,1.0036541481378165,0.24638172224516128,0.24671004366869134,0.49908878999648804,0.4997538618228652,0.6405691637970242,0.8285706030223352
-0.8,9,1.9867048674086099,1.9986255276856253,1.006000216978662,0.2566729275734737,0.24749025156629167,0.5129930653141481,0.49464033463372786,0.6296248299099333,0.8283333815488761
-0.8,10,1.985254755583016,1.9899714698960351,1.0023758735747916,0.25105882941515334,0.25030003509004595,0.49959990780165064,0.49808992874316793,0.6362504912878292,0.8276040766971843
-0.8,11,1.988905707420533,1.99911394074471,1.005132587877892,0.24885986016432493,0.248477781724866,0.4974992157462811,0.4967353974115008,0.640241527074406,0.8278224174807792
-0.8,12,2.0034183668629386,2.011403647787111,1.0039858279509917,0.25072378133742523,0.24971910238406553,0.5043067283690751,0.5022859134574325,0.6363046581030233,0.8266350546463888
-0.8,13,1.998478323959189,1.998225429422081,0.9998734564523036,0.25581502993571986,0.2459573649744416,0.5111760980459263,0.49147826124557703,0.6315072933549433,0.8295589298626175
-0.8,14,1.9980593472883836,2.0140275103275496,1.0079918362088878,0.24519673433486833,0.24553104080932087,0.4938329683929005,0.49450627082932846,0.6433344145313007,0.8294347260372994
-0.8,15,1.9948141573248457,1.9932131170981202,0.9991973988048729,0.25432355613324165,0.2501656738139491,0.5069210480718174,0.49863350249365307,0.6324970599764798,0.8274341384677466
-0.8,16,2.0090457837799267,2.0041707377402176,0.9975734519944404,0.2529372952526891,0.2486347833830022,0.5069295256285972,0.49830655724059075,0.6359050637004462,0.8273735414193474
-0.8,17,2.0108662209967028,1.964775272459036,0.9770790577431743,0.25934502481570404,0.25244618922192075,0.5095546917931704,0.49600003020974465,0.6325125073094666,0.826345748215782
-0.8,18,2.013267651405677,2.0112292847176594,0.998987533184376,0.24977081082889233,0.25738148863804056,0.5023463692067429,0.5176531872930527,0.6361080232786243,0.8220820007491284
