tauN,replicate,sigma_meta,m_dist_R1,m_dist_R2,m_dist2_R1,m_dist2_R2,mean_conf_R1,mean_conf_R2
-1.1375,0,0.5,0.633727045928394,0.30272048347275116,0.9961802369651513,0.475858123615833,0.4751127609467928,0.7424139175051109
-1.1375,1,0.5,0.635686252610329,0.306225613440878,0.9867651198744207,0.4753488893534964,0.47821580898473315,0.7413398627222735
-1.1375,2,0.5,0.6367097950290685,0.30007162049661934,0.9892362652062439,0.4662119720349347,0.47660422479075326,0.7459654757125652
-1.1375,3,0.5,0.6454352605039871,0.30355743704346794,0.9827022354109631,0.462178920509094,0.4757316488085719,0.7475988474467744
-1.1375,4,0.5,0.6293359038318506,0.3055709304080337,0.9628658723939544,0.4675147543531475,0.4842779972587277,0.7467651028022545
-1.1375,5,0.5,0.6409777731815351,0.3115164711965832,0.9789446177627161,0.47576902910166985,0.47727363902595576,0.7409962908307741
-1.1375,6,0.5,0.6312326916677301,0.3069467010948782,0.9768017036844593,0.47498500082062406,0.4829988851727982,0.741279537051921
-1.1375,7,0.5,0.6378385700090379,0.3025329292930861,0.9831650850448903,0.46632459550557165,0.4801637780251232,0.7460151344388988
-1.1375,8,0.5,0.6343655932548189,0.3064306123952064,0.987047915105528,0.4767939817437459,0.47782048202418126,0.7421868755495165
-1.1375,9,0.5,0.6321541725396095,0.3049097557311084,0.9841727438974265,0.47470045121022497,0.47835689045936397,0.7442620337902455
-1.1375,10,0.5,0.6282277567685312,0.3087857182743523,0.9827047397302257,0.483017799898026,0.4810212834181731,0.7401700530916929
-1.1375,11,0.5,0.6451832256498187,0.3100485314565668,0.9924217264027191,0.47691707816309725,0.47407939931304416,0.7404054162326736
-1.1375,12,0.5,0.6460355337394466,0.31878316531091927,0.9663338513679096,0.47683284865626924,0.47903686135788076,0.7380089957409545
-1.1375,13,0.5,0.6291627809948633,0.303811342402691,0.9779570379712008,0.4722377888411929,0.48045746388443017,0.7440590111642743
-1.1375,14,0.5,0.6246135838455298,0.30542782737178414,0.9852629323811899,0.48178061542376044,0.4792159377881108,0.7400710493753243
-1.1375,15,0.5,0.6352158794051092,0.30539281641515054,0.995161710618366,0.4784440179280212,0.47403323745605624,0.7404677987824415
-1.1375,16,0.5,0.6379561413892205,0.3103950421617017,0.9812252673894033,0.477411280308755,0.47716447184085176,0.7396170603989287
-1.1375,17,0.5,0.6211451679066933,0.30869996038300274,0.9730696101282809,0.4836012024513205,0.48471843414086313,0.7388702728578267
-1.1375,18,0.5,0.6273830188834721,0.3018580063603732,0.9924778794002324,0.4775191310815018,0.4785435112068278,0.7419160715718527
-1.1375,19,0.5,0.641235038787269,0.31363525312188784,0.9723385055557701,0.4755816742124615,0.48198895905317923,0.7381249748197091
-1.065,0,0.5,0.5855584691011002,0.3021498297630664,0.9223780318487427,0.47594967882220357,0.5106102385805059,0.7426832686071185
-1.065,1,0.5,0.6053266655531252,0.3043894650138662,0.9241653781933746,0.46471801270405194,0.5058954748247291,0.7452602827763496
-1.065,2,0.5,0.5970532411689146,0.30672405881984727,0.9265964410069139,0.4760202301510646,0.5072950393732262,0.7418244406196214
-1.065,3,0.5,0.5952286956239674,0.3025999213765042,0.9223310960384438,0.4688908972235712,0.5095236193746756,0.7452418159233882
-1.065,4,0.5,0.5833118134300986,0.2993612154978558,0.9226631873030241,0.4735195943005855,0.5094202898550725,0.7458267090620032
-1.065,5,0.5,0.5973812228391215,0.3093781653841185,0.9330756032397541,0.4832311550119416,0.5060058262500499,0.7385429613888778
-1.065,6,0.5,0.6011021113310566,0.305736069732626,0.9241289989233261,0.4700358936206688,0.5063205056404513,0.7444204463642908
-1.065,7,0.5,0.5848056936084993,0.30409231915871554,0.9276729732301333,0.482379410688953,0.5082784118308954,0.7415193502150024
-1.065,8,0.5,0.586710894237093,0.30619207817722566,0.9156133627405915,0.4778393602336746,0.5100690100488317,0.7422782601800088
-1.065,9,0.5,0.5954019453026762,0.2987095321313943,0.934466598988141,0.46881620521791095,0.5040527051307646,0.7457423362051693
-1.065,10,0.5,0.5845376568333667,0.29342842156122356,0.9264461905670548,0.46506095917271945,0.5096763832008352,0.7510560293297203
-1.065,11,0.5,0.6005124961479742,0.3067976852104691,0.936835542842658,0.47862280603765633,0.5045163344077036,0.7399573766536652
-1.065,12,0.5,0.596510180168687,0.29604795735713213,0.9316916020151981,0.462398471699834,0.5056242520941364,0.7491776975531488
-1.065,13,0.5,0.5987835408361241,0.3082673376323281,0.9267498284433758,0.4771118155093769,0.5062270477406994,0.7402196568863235
-1.065,14,0.5,0.5879992057416794,0.3146106498017627,0.9123367173730477,0.4881483591949619,0.5104784978800727,0.7370715276401822
-1.065,15,0.5,0.6089020043450877,0.31302594882103857,0.9166104445835223,0.4712135155863621,0.504972331381827,0.7418003351687814
-1.065,16,0.5,0.6088816085138167,0.3119657281906143,0.9105266739187223,0.4665161714431822,0.5070749989978754,0.7434239412445616
-1.065,17,0.5,0.5985435195390868,0.30216979787598186,0.9343248799156898,0.4716862699174012,0.5040764127567741,0.744695331892065
-1.065,18,0.5,0.6038335849089689,0.3045735943840202,0.9301948570711855,0.46919018447510136,0.5043211597435182,0.7434815796874372
-1.065,19,0.5,0.60857708091235,0.30162637318363206,0.9271670898207536,0.45952773347725584,0.5027628733883238,0.7492208103572284
-0.9925,0,0.5,0.5598529129323995,0.30595788351594916,0.8600573693445422,0.4700186894601808,0.5380580580580581,0.7446153846153846
