tauN,replicate,m_dist_R1,m_dist_R2,m_dist2_R1,m_dist2_R2,mean_conf_R1,mean_conf_R2
-1.2825,16,0.6488098774284646,0.2505930220386863,1.2768775398761338,0.4931746766234504,0.3985223642172524,0.7590945512820513
-1.2825,17,0.6294653918099116,0.25071792128717485,1.2702550244096498,0.5059463210659745,0.405057175068449,0.7589413447782547
-1.2825,18,0.6466514061214015,0.24932446285934592,1.2883109958632903,0.49672426905556105,0.3987394790378555,0.7592555453050419
-1.2825,19,0.6459220348581224,0.24908568763569944,1.2856682986125236,0.4957898243890405,0.39816183816183814,0.7601601601601602
-1.21,0,0.604887516555071,0.2523947465704156,1.211460110549722,0.5054926068300284,0.4303812644872512,0.7550644567219152
-1.21,1,0.6068208056001709,0.24807693883456608,1.2148401178387713,0.49664384415559837,0.42952672849580065,0.7572054508180247
-1.21,2,0.6087530688268615,0.2565746117600877,1.2073085884588222,0.5088512045703436,0.42776397017557927,0.7524946116388601
-1.21,3,0.6055751938339221,0.2453064404897201,1.217072144473674,0.49301166662699475,0.42929091054440804,0.7621887759186614
-1.21,4,0.5888614960790566,0.24841817333351637,1.2037798647073021,0.507828745940129,0.43504214899366755,0.7595509183956838
-1.21,5,0.601913764212291,0.2536429153196182,1.2024988301023671,0.5067259249915097,0.4332879237118359,0.7554508425844582
-1.21,6,0.6220827197788499,0.2557215080137558,1.2045535367180642,0.495159626041937,0.4270820898491902,0.7555189191362741
-1.21,7,0.6026416790322301,0.2460364772730197,1.2100489010410296,0.49401855082164253,0.4323751649142446,0.7620362588546044
-1.21,8,0.62133858418345,0.2524813966939538,1.2111677929516909,0.49215893520768345,0.42697211155378484,0.7601606425702812
-1.21,9,0.5965877407466033,0.2523739755439749,1.1948563326845163,0.505459000056066,0.4349693005337293,0.7550735616602209
-1.21,10,0.5966924543021609,0.24634268664440817,1.1971779990327716,0.4942513392736256,0.43407805543299505,0.7602217878654912
-1.21,11,0.6092042925770684,0.25078175559705396,1.2060965239898307,0.4964951944546745,0.43112672682264636,0.7593572172797948
-1.21,12,0.6014641921813281,0.2527616450064829,1.215361236528134,0.5107481200299807,0.42942497393535967,0.7544090655175165
-1.21,13,0.6142015908229823,0.24576829243438106,1.223094811211754,0.4894124791081811,0.4260963078026049,0.7615795605190214
-1.21,14,0.6111233867219299,0.2430680488149745,1.2350267721118071,0.49121921080736924,0.42665026975563314,0.7626653759277187
-1.21,15,0.6039247701783377,0.25393252260833693,1.2238108095010114,0.5145762873083917,0.42895859072974374,0.7524589505801116
-1.21,16,0.607020673928195,0.2525563624816268,1.2009229385708922,0.4996546938401118,0.43081609748276417,0.7577438927031774
-1.21,17,0.6015153965816946,0.24707793464551167,1.213200156154869,0.49833302787894,0.4355543202033037,0.7583010960670535
-1.21,18,0.6059616034764289,0.2525883155618261,1.2007045313021723,0.5005002516811528,0.432178672739622,0.7562372351928237
-1.21,19,0.6117993883209389,0.2551685673627095,1.2204404906619983,0.509019880533617,0.42568704430734716,0.7546529275501238
-1.1375,0,0.5736854343702648,0.24528794652677058,1.1420200304252242,0.48828806062147195,0.46105397432831063,0.7631050814802922
-1.1375,1,0.5741641824540112,0.2522952197419301,1.136209176850349,0.49926511040980326,0.46077961498522246,0.757351173784152
-1.1375,2,0.565166812274817,0.24585654797871517,1.1373066302049966,0.4947464642696338,0.46320156368423154,0.7603786450603666
-1.1375,3,0.5696821721634181,0.24376876160338198,1.1567909756449992,0.4949944325904909,0.457800613374756,0.7604547463142248
-1.1375,4,0.5721098821941407,0.2434697031470263,1.157995279455386,0.49280177761199323,0.45786919159770845,0.7623069498069498
-1.1375,5,0.5740915154237431,0.25128112546368814,1.1507356834338276,0.5036795526076496,0.4563242767396263,0.7568475348874405
-1.1375,6,0.5683711832573316,0.24969647443687693,1.1431721761233453,0.5022176888287022,0.45976689229783313,0.7576399153117884
-1.1375,7,0.574524018373616,0.24902120416692813,1.1530009257171485,0.4997557451827026,0.45620685527313354,0.7586110108665143
-1.1375,8,0.5748459136077362,0.2532195619980908,1.1243762431606998,0.4952876119921323,0.46221406044153457,0.7567632559817242
-1.1375,9,0.5726153156738186,0.2493733428710744,1.1460538790480508,0.4991052092140916,0.4572388149214346,0.7576933850894394
-1.1375,10,0.5692833458640545,0.2518507318097899,1.1410883703594275,0.5048170532697964,0.4623017454371563,0.7559624186942905
-1.1375,11,0.5655271966413451,0.24851048850800145,1.1270012868421955,0.4952399141997772,0.4645950280673617,0.7607342378292099
-1.1375,12,0.5751817790015125,0.2508724984038067,1.1377943918065399,0.49626280275751894,0.4609216038300419,0.7593342690996591
-1.1375,13,0.5648476681328319,0.246746640686197,1.1560874698961097,0.505022354928421,0.46062128643777167,0.758616538939935
-1.1375,14,0.5751122740992021,0.248746126801822,1.1461854974460852,0.4957452934432667,0.45986535473847745,0.759890749889545
-1.1375,15,0.5778998379476125,0.25656145107692946,1.1300400302236202,0.501686781845873,0.4580186228669624,0.7529727349161228
-1.1375,16,0.5743817789177035,0.24097905374891648,1.1455764044692884,0.48062095295966656,0.4580295605752759,0.7651712920197599
-1.1375,17,0.571199050694269,0.24986676589585505,1.145889618218074,0.5012608697962231,0.4576311892086619,0.7575648558979894
-1.1375,18,0.5558823535093617,0.25013200227615057,1.1244622246586284,0.5059775435613295,0.46746678440974593,0.7569258978753937
-1.1375,19,0.5655322653759274,0.25096193878969325,1.129655843083585,0.5012987550001414,0.46443883479584885,0.7580960747514276
-1.065,0,0.5321086426127295,0.24752802621236977,1.070114796358912,0.4977994758039601,0.494501553908678,0.7596177013894466
-1.065,1,0.5347085999344497,0.2549105786986677,1.0594340643503097,0.5050619168454107,0.4931791815017802,0.7544694636643603
-1.065,2,0.5238147012249582,0.2519222895034832,1.0577094603932717,0.5086924598882769,0.494967867103189,0.7579080723702443
-1.065,3,0.522946271298252,0.24860854216469885,1.0502111403602905,0.49927014475486997,0.5005389867049946,0.7579048611389412
-1.065,4,0.5320453427884175,0.24994108490740563,1.0889089516760513,0.5115411467017222,0.491394422310757,0.7556224899598394
-1.065,5,0.5299700921715091,0.25551623085315617,1.054637286652505,0.5084757581290822,0.4935765776650155,0.7545393142357663
-1.065,6,0.5335833674131849,0.2456660803446594,1.0588200805188706,0.48748929381425854,0.4962178517397882,0.7619564343702274
-1.065,7,0.5305573501732048,0.24967667123852433,1.0558450373684667,0.4968734750122927,0.49573641859161693,0.7593221693777227
-1.065,8,0.536995572768015,0.25331238497948133,1.0657879424098697,0.5027551422492822,0.4942697970553124,0.7553277040611178
-1.065,9,0.5302904092230027,0.24637573006296734,1.063240604142529,0.4939872106343253,0.495652867512164,0.7598491534943432
-1.065,10,0.5352625610474036,0.24355729810407725,1.0838651593967328,0.4931846330056224,0.4915247509031003,0.7619815389576363
