c,replicate,sigma_meta,d_prime,meta_d,M_ratio,m_dist_R1,m_dist_R2,m_dist2_R1,m_dist2_R2,mean_conf_R1,mean_conf_R2
-1.0,14,0.001,2.002333872768516,1.9896630718655008,0.9936719839406724,0.24866000800170532,0.2509780811152039,0.49474963537077304,0.4993618198425855,0.6065924004272852,0.8400010841871307
-1.0,15,0.001,2.0374287148242094,1.9927259958760437,0.9780592476080702,0.25023378244757305,0.2520441701792173,0.4986473633296693,0.5022549700251319,0.6023450846404721,0.8404450191261247
-1.0,16,0.001,2.006430580486572,2.0389773118489067,1.0162212097836159,0.24275016841924854,0.2491179652160807,0.49496208585434875,0.5079458790495537,0.6059749388753056,0.8398894668400521
-1.0,17,0.001,2.029327970588811,2.028107561555448,0.9993986141959059,0.25013065517595945,0.24471471471187095,0.5072918731391817,0.49630776333102966,0.6006668182162612,0.8423769801374887
-1.0,18,0.001,2.0069204461474017,1.9745389715343389,0.9838650930707173,0.25577073320452703,0.2524570809537404,0.5050292804902506,0.4984863449829599,0.5989112099371262,0.8398452297202229
-1.0,19,0.001,1.9769815351758486,1.9884718314393037,1.005812040253797,0.24588216432624663,0.25378322917055074,0.48892975761607144,0.5046408024973456,0.6047708138447146,0.8400408909932207
-0.9,0,0.001,2.0268076743754997,2.03446395117785,1.0037775053346931,0.24854620893048884,0.24611463710965237,0.5056583022709977,0.500711357056806,0.6207566817077403,0.8343587582525636
-0.9,1,0.001,2.018798897145769,2.0157056689481236,0.9984677878504794,0.24838420543968964,0.25892264658354147,0.5006694509819578,0.5219118465374961,0.6186953119442271,0.8282558495395488
-0.9,2,0.001,2.031572440325318,1.9672307930752264,0.9683291395507468,0.2505699682701926,0.24821983812908094,0.4929289574010054,0.48830570901967624,0.6262262686145811,0.8362591052440624
-0.9,3,0.001,1.9918607170387097,1.9990413808600616,1.0036050029803425,0.2440975548034054,0.24903381834980873,0.48796111301876405,0.49782890811485536,0.6247410899221484,0.835689880274452
-0.9,4,0.001,1.9828484392142651,2.012578963589569,1.0149938461192147,0.25292108877406727,0.24615187604829034,0.5090236627148577,0.4954000875828962,0.6158231368186874,0.834961814914645
-0.9,5,0.001,2.019539963392226,2.018830670045484,0.9996487846937425,0.24099011961204614,0.24243302336439687,0.4865182446507284,0.4894312229998978,0.6298728813559322,0.838671875
-0.9,6,0.001,1.9932476385703504,1.9873550338107986,0.9970437166734695,0.2580003458643348,0.25080244505541466,0.5127382860784128,0.49843350167293454,0.6120659417748159,0.8333473213036788
-0.9,7,0.001,1.9955447479414878,1.9924487337310783,0.998448536815021,0.2544763615323285,0.2522216608068002,0.50703110429958,0.5025387286940586,0.6157410657867023,0.8323125541851945
-0.9,8,0.001,2.0083025440509803,2.0062935592588618,0.9989996602862106,0.2532093758704444,0.2475035999088769,0.5080123399528288,0.49656487839056196,0.6160701754385965,0.835076923076923
