tauY,replicate,m_dist_R1,m_dist_R2,m_dist2_R1,m_dist2_R2,mean_conf_R1,mean_conf_R2
0.5575,8,0.2508309244993954,0.2773559543840835,0.4995340219615011,0.5523590669091752,0.7579052969502408,0.7340111642743221
0.5575,9,0.24022759406337651,0.27809965666649117,0.4875427744745826,0.5644042630499807,0.7644787644787645,0.7304264799490771
0.5575,10,0.24902459584834064,0.27193497678135353,0.5042434103301812,0.5506340432484715,0.7581872047401713,0.7363120454000479
0.5575,11,0.24704083866390206,0.2811311053919891,0.5005511469956824,0.5696244314146529,0.7597586799312798,0.7261623483240559
0.5575,12,0.24950127282577736,0.2776189455695527,0.5061720880254194,0.5632154087345302,0.7570145679505089,0.7284826618560833
0.5575,13,0.24456095122409333,0.278520503075224,0.4927431429910674,0.5611650894626501,0.7608888173254972,0.7316559344939979
0.5575,14,0.2524219777075443,0.27329184933536405,0.5016526197586094,0.5431285081547121,0.7577781332480205,0.7375770184844362
0.5575,15,0.25371998662345874,0.27130900027336263,0.5099003822522251,0.545248976199756,0.7567160033332011,0.7356345013911851
0.5575,16,0.25237228960755165,0.27894014641753223,0.5063670003359155,0.5596735102508672,0.7564640530711745,0.7299915922648836
0.5575,17,0.25499763134936404,0.2795675557287934,0.5054048299683559,0.55410237428518,0.7542216886754702,0.7307477009196321
0.5575,18,0.2525064214704878,0.2793325754136393,0.5008247711739722,0.5540321404432994,0.7556998036622992,0.7310226410573814
0.5575,19,0.2514856059499442,0.2783299965167115,0.5064661020370322,0.5605279390974659,0.7550839964633068,0.7316665339597102
0.63,0,0.252041367460673,0.3120278227072861,0.5126748753973602,0.6346927361117736,0.754817646121994,0.6945024915608423
0.63,1,0.24953157664676937,0.31353786148800555,0.49938794522077984,0.6274838259009564,0.7587349758415526,0.6962375285491045
0.63,2,0.24452991185451342,0.3106138680408034,0.49312948812335916,0.62639722310173,0.7626157777068029,0.6978999679384418
0.63,3,0.25045936410357755,0.3164152124894571,0.5000966066477555,0.6317918063237857,0.7580251848890666,0.6947368421052632
0.63,4,0.25519663972045553,0.30962490320679226,0.498945164477962,0.605360040893215,0.756031531172864,0.7023149264528575
0.63,5,0.24836968548547822,0.31747969633943096,0.4889620078407082,0.6250179423763166,0.7617350208266581,0.6962288271013103
0.63,6,0.2472054063689563,0.31140290946681193,0.4982088045412569,0.6275901224610609,0.7599647124869677,0.6988668103104302
0.63,7,0.24379775093094513,0.31275883521425735,0.49139035032421385,0.6303859367696063,0.7626420227236358,0.6959286514157734
0.63,8,0.2466931262514204,0.315996030055994,0.4945584491952345,0.633493559188471,0.7594743399107825,0.6955846637735398
0.63,9,0.24411335222730027,0.3148685046584877,0.4964616200472296,0.6403587779952641,0.7621680086528062,0.6942525062906898
0.63,10,0.2464869963253812,0.3117697436899941,0.5001009079694604,0.632553985488755,0.7591076873696035,0.6974796618280428
0.63,11,0.24331056075790303,0.31529055345598983,0.4986900750779735,0.6462204899144983,0.7615440115440115,0.6925195593166215
0.63,12,0.2514726303672302,0.31305105359378416,0.5014397053543501,0.6242278845443365,0.7570093457943925,0.6977806265523596
